                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.99754,                0.75943,                 1.3263,                0.96143,                0.94242,                0.94775,                0.75346,                0.95431,                0.71647,                 1.3638,              0.0006834,              0.0006834,              0.0006834
                    151,                0.94271,                 0.7323,                 1.3194,                0.95913,                0.94299,                0.94743,                 0.7452,                0.95746,                 0.7072,                 1.3683,              0.0006768,              0.0006768,              0.0006768
                    152,                0.90525,                0.71322,                 1.2905,                0.96081,                   0.95,                0.94667,                0.69337,                0.93203,                0.74907,                 1.3635,              0.0006702,              0.0006702,              0.0006702
                    153,                  1.005,                0.76164,                 1.3593,                0.95088,                   0.95,                 0.9466,                0.66429,                0.97422,                0.76286,                 1.3941,              0.0006636,              0.0006636,              0.0006636
                    154,                0.97902,                0.74363,                 1.3394,                0.98002,                0.89605,                0.92481,                0.74381,                0.90876,                0.68008,                 1.3378,               0.000657,               0.000657,               0.000657
                    155,                0.94621,                0.70974,                 1.3326,                0.99181,                    0.9,                0.93458,                0.74708,                0.91745,                0.69069,                 1.3555,              0.0006504,              0.0006504,              0.0006504
                    156,                0.90341,                0.68302,                 1.2748,                0.98475,                    0.9,                0.93483,                0.71937,                0.87557,                 0.7269,                 1.3328,              0.0006438,              0.0006438,              0.0006438
                    157,                0.92445,                0.73047,                 1.3268,                0.96882,                    0.9,                0.94245,                0.75927,                0.83451,                0.73271,                 1.3024,             0.00063719,             0.00063719,             0.00063719
                    158,                 1.0145,                 0.7695,                 1.3951,                0.98292,                0.90756,                0.94753,                0.73102,                0.87224,                0.72695,                 1.3063,             0.00063059,             0.00063059,             0.00063059
                    159,                0.98341,                0.76521,                 1.3523,                0.95449,                0.94041,                 0.9471,                0.73343,                0.88152,                0.73761,                 1.3204,             0.00062399,             0.00062399,             0.00062399
                    160,                0.94369,                0.77037,                 1.3073,                0.97028,                0.89279,                0.93776,                0.72086,                0.89802,                0.75917,                 1.3321,             0.00061739,             0.00061739,             0.00061739
                    161,                0.91088,                0.70368,                 1.3108,                0.98334,                 0.8936,                0.92922,                0.75504,                0.86646,                0.75539,                 1.3084,             0.00061079,             0.00061079,             0.00061079
                    162,                0.93516,                0.74279,                 1.3293,                0.98946,                    0.9,                0.94278,                0.77921,                0.84593,                0.65718,                  1.293,             0.00060419,             0.00060419,             0.00060419
                    163,                0.95549,                0.72245,                 1.3417,                0.95932,                0.93693,                0.94791,                0.74266,                0.87664,                0.62839,                 1.3181,             0.00059759,             0.00059759,             0.00059759
                    164,                 0.9399,                0.80189,                 1.3345,                0.99165,                0.90809,                0.94791,                0.78644,                0.83508,                0.63815,                 1.2925,             0.00059098,             0.00059098,             0.00059098
                    165,                0.92815,                0.75596,                 1.3117,                0.98637,                0.90981,                0.94821,                0.75506,                0.87801,                0.69526,                 1.3058,             0.00058438,             0.00058438,             0.00058438
                    166,                0.88823,                0.70638,                 1.3198,                0.97404,                0.88306,                0.94806,                0.77595,                0.85141,                0.75316,                 1.2969,             0.00057778,             0.00057778,             0.00057778
                    167,                0.97274,                0.72724,                 1.3353,                0.96872,                0.90452,                0.94802,                0.77175,                 0.8365,                0.74702,                 1.2844,             0.00057118,             0.00057118,             0.00057118
                    168,                0.96616,                0.72867,                 1.3203,                0.97411,                0.90525,                0.94784,                0.79941,                0.76549,                0.64702,                 1.2337,             0.00056458,             0.00056458,             0.00056458
                    169,                0.91577,                0.72249,                 1.2983,                0.97842,                0.87706,                0.94781,                 0.8022,                0.76039,                0.64002,                 1.2414,             0.00055798,             0.00055798,             0.00055798
                    170,                0.89285,                0.70705,                 1.3096,                0.98111,                 0.8747,                0.94778,                0.79383,                0.78043,                0.63853,                 1.2686,             0.00055138,             0.00055138,             0.00055138
                    171,                0.89946,                0.67811,                  1.296,                0.97786,                0.90586,                0.94763,                0.79656,                0.77714,                0.65694,                 1.2694,             0.00054478,             0.00054478,             0.00054478
                    172,                0.88265,                0.68219,                 1.2611,                 0.9917,                0.90526,                0.94781,                0.77463,                0.81936,                0.67647,                 1.3222,             0.00053817,             0.00053817,             0.00053817
                    173,                 1.0123,                0.76475,                 1.3827,                0.98433,                0.92033,                0.94781,                0.75911,                0.85689,                0.66887,                 1.3485,             0.00053157,             0.00053157,             0.00053157
                    174,                0.84419,                0.65414,                  1.237,                0.98442,                0.94037,                 0.9475,                0.79755,                0.83733,                0.62085,                 1.3162,             0.00052497,             0.00052497,             0.00052497
                    175,                0.89136,                0.66747,                 1.2857,                0.99109,                0.94356,                0.94747,                0.77712,                0.82126,                0.59673,                 1.3121,             0.00051837,             0.00051837,             0.00051837
                    176,                0.90526,                0.71836,                  1.269,                0.98517,                0.94325,                0.94772,                 0.8048,                0.82498,                  0.575,                 1.3201,             0.00051177,             0.00051177,             0.00051177
                    177,                0.88991,                 0.6854,                 1.2746,                0.98218,                0.94984,                0.94753,                0.74868,                0.87966,                0.61242,                 1.3448,             0.00050517,             0.00050517,             0.00050517
                    178,                0.86463,                0.67063,                 1.2473,                0.92548,                 0.9382,                0.94717,                0.77135,                0.85316,                0.69489,                  1.307,             0.00049857,             0.00049857,             0.00049857
                    179,                0.92235,                0.71214,                 1.2969,                0.92817,                0.94164,                0.94703,                0.79965,                0.83446,                0.72097,                 1.2892,             0.00049197,             0.00049197,             0.00049197
                    180,                0.88685,                0.67158,                 1.2691,                0.96589,                0.90908,                0.94712,                0.77738,                0.83947,                0.67434,                 1.2617,             0.00048536,             0.00048536,             0.00048536
                    181,                0.88984,                0.75456,                 1.2954,                0.97332,                0.91282,                0.94717,                0.76354,                  0.846,                0.65448,                 1.2651,             0.00047876,             0.00047876,             0.00047876
                    182,                0.88893,                0.66617,                 1.2699,                0.96867,                0.94187,                0.94715,                0.75671,                0.87153,                0.64658,                 1.3032,             0.00047216,             0.00047216,             0.00047216
                    183,                0.84993,                0.68992,                 1.2937,                0.97451,                0.94283,                0.94717,                0.76003,                0.85443,                0.65816,                 1.2838,             0.00046556,             0.00046556,             0.00046556
                    184,                0.90114,                0.67777,                  1.301,                0.96832,                0.93603,                0.94701,                0.76673,                0.88663,                0.66871,                 1.2894,             0.00045896,             0.00045896,             0.00045896
                    185,                0.87563,                0.68862,                 1.2693,                0.98511,                0.91935,                0.94719,                0.76688,                0.91376,                0.68941,                 1.3175,             0.00045236,             0.00045236,             0.00045236
                    186,                0.98709,                0.73175,                 1.3604,                0.96821,                0.94271,                0.94743,                0.72039,                 0.9156,                0.65523,                 1.3179,             0.00044576,             0.00044576,             0.00044576
                    187,                0.92338,                0.64768,                 1.3043,                0.96504,                0.94293,                0.94788,                0.78217,                0.84273,                0.63593,                 1.2651,             0.00043915,             0.00043915,             0.00043915
                    188,                0.94005,                 0.7182,                 1.3206,                0.96759,                0.94455,                0.94844,                0.79604,                0.80517,                0.58909,                 1.2583,             0.00043255,             0.00043255,             0.00043255
                    189,                0.82743,                0.62871,                 1.2038,                0.96306,                0.94372,                0.94791,                 0.7764,                 0.8993,                0.61795,                 1.3324,             0.00042595,             0.00042595,             0.00042595
                    190,                0.82235,                0.63589,                 1.2421,                0.98016,                   0.95,                0.94753,                0.73949,                0.94302,                0.64558,                 1.3607,             0.00041935,             0.00041935,             0.00041935
                    191,                  0.899,                0.72549,                 1.2735,                0.98262,                   0.95,                0.94731,                0.76433,                0.85515,                 0.6173,                 1.2848,             0.00041275,             0.00041275,             0.00041275
                    192,                0.85766,                0.65561,                 1.2693,                0.98435,                   0.95,                0.94698,                 0.7964,                0.80292,                0.60457,                 1.2556,             0.00040615,             0.00040615,             0.00040615
                    193,                0.83426,                0.65031,                 1.2674,                0.98218,                   0.95,                0.94688,                0.78706,                0.83301,                0.60712,                  1.274,             0.00039955,             0.00039955,             0.00039955
                    194,                0.82574,                0.64007,                 1.2232,                0.98059,                   0.95,                0.94703,                0.79424,                0.80683,                0.65328,                 1.2573,             0.00039295,             0.00039295,             0.00039295
                    195,                0.81867,                0.64191,                 1.2482,                0.97736,                   0.95,                0.94708,                0.78188,                0.80224,                 0.6356,                 1.2588,             0.00038634,             0.00038634,             0.00038634
                    196,                0.76832,                0.60325,                 1.2066,                0.95503,                0.94374,                0.94698,                0.77628,                0.80463,                0.61577,                 1.2612,             0.00037974,             0.00037974,             0.00037974
                    197,                 0.9205,                 0.6833,                 1.3042,                0.96102,                0.93403,                0.94719,                0.80162,                0.80576,                0.59966,                 1.2551,             0.00037314,             0.00037314,             0.00037314
                    198,                0.85485,                0.66887,                 1.2658,                0.99271,                0.90997,                0.94788,                0.82818,                0.74141,                0.55722,                 1.2012,             0.00036654,             0.00036654,             0.00036654
                    199,                0.84485,                 0.6627,                 1.2748,                0.99283,                0.90868,                0.94791,                0.81459,                0.73092,                0.57827,                 1.1916,             0.00035994,             0.00035994,             0.00035994
                    200,                0.82395,                0.65652,                 1.2384,                0.98292,                0.90177,                0.94813,                 0.8052,                0.78361,                0.62149,                 1.2155,             0.00035334,             0.00035334,             0.00035334
                    201,                0.77991,                0.63639,                  1.233,                 0.9677,                0.92383,                0.94817,                0.77403,                0.82344,                0.62921,                 1.2458,             0.00034674,             0.00034674,             0.00034674
                    202,                0.83786,                0.69321,                 1.3118,                0.98364,                0.90754,                 0.9483,                0.79925,                0.82389,                0.60694,                 1.2621,             0.00034013,             0.00034013,             0.00034013
                    203,                 0.7846,                0.60794,                 1.2062,                0.98241,                0.90742,                0.94864,                0.79833,                0.79477,                0.60504,                 1.2405,             0.00033353,             0.00033353,             0.00033353
                    204,                0.81529,                 0.6663,                 1.2528,                0.97124,                0.88475,                0.94869,                0.81338,                0.79726,                0.60423,                 1.2119,             0.00032693,             0.00032693,             0.00032693
                    205,                0.85016,                0.65788,                 1.2273,                0.96405,                 0.9173,                0.94839,                0.79031,                0.80312,                0.62246,                 1.2189,             0.00032033,             0.00032033,             0.00032033
                    206,                0.82105,                 0.6136,                 1.2478,                0.96434,                0.92448,                0.94821,                0.80993,                0.80287,                0.59072,                 1.2398,             0.00031373,             0.00031373,             0.00031373
                    207,                 0.8036,                0.61112,                 1.2138,                0.96252,                0.92968,                0.94813,                0.82279,                0.79945,                0.57119,                 1.2452,             0.00030713,             0.00030713,             0.00030713
                    208,                0.80087,                0.59177,                 1.1863,                0.97735,                0.90372,                0.94743,                0.79524,                0.78531,                0.58392,                 1.2428,             0.00030053,             0.00030053,             0.00030053
                    209,                0.80063,                0.63074,                 1.2135,                0.97901,                0.90506,                0.94745,                0.78995,                0.77111,                0.59199,                 1.2341,             0.00029393,             0.00029393,             0.00029393
                    210,                 0.8664,                0.65012,                 1.2942,                0.98245,                0.90354,                0.94747,                0.82993,                0.77575,                0.60308,                 1.2449,             0.00028732,             0.00028732,             0.00028732
                    211,                0.86267,                0.61732,                 1.2305,                0.98675,                0.90505,                0.94766,                0.81027,                0.79973,                0.60776,                 1.2678,             0.00028072,             0.00028072,             0.00028072
                    212,                0.80685,                0.61933,                 1.2316,                0.98527,                0.91331,                0.94784,                0.81883,                0.79875,                0.60855,                 1.2686,             0.00027412,             0.00027412,             0.00027412
                    213,                0.78376,                0.60248,                 1.2271,                0.98644,                0.91053,                0.94813,                0.83716,                 0.7665,                0.59682,                 1.2421,             0.00026752,             0.00026752,             0.00026752
                    214,                 0.7657,                0.60301,                 1.2097,                0.98751,                0.90211,                0.94839,                0.84499,                0.70328,                0.60267,                 1.1978,             0.00026092,             0.00026092,             0.00026092
                    215,                0.73543,                 0.5761,                 1.1909,                0.98959,                0.90494,                 0.9483,                0.80303,                0.69722,                0.60341,                 1.1956,             0.00025432,             0.00025432,             0.00025432
                    216,                0.77645,                0.58099,                 1.1836,                0.98828,                 0.9072,                0.94791,                0.76948,                0.81185,                0.61017,                 1.2659,             0.00024772,             0.00024772,             0.00024772
                    217,                0.76422,                0.60211,                 1.2147,                0.98722,                0.91316,                0.94753,                0.75688,                0.85606,                0.60299,                 1.2952,             0.00024111,             0.00024111,             0.00024111
                    218,                  0.758,                0.57934,                 1.1791,                      1,                0.89322,                0.94755,                0.78148,                0.81112,                 0.5889,                 1.2732,             0.00023451,             0.00023451,             0.00023451
                    219,                0.78116,                0.57451,                 1.2358,                      1,                0.90493,                0.94775,                0.78665,                0.77259,                0.59665,                 1.2414,             0.00022791,             0.00022791,             0.00022791
                    220,                0.77124,                0.60631,                 1.1674,                      1,                0.88732,                0.94798,                0.82301,                0.73404,                 0.5772,                 1.2094,             0.00022131,             0.00022131,             0.00022131
                    221,                0.79945,                0.58622,                 1.1838,                      1,                0.87635,                0.94788,                0.81117,                0.74995,                 0.5672,                 1.2203,             0.00021471,             0.00021471,             0.00021471
                    222,                0.75877,                0.58458,                  1.174,                      1,                0.88093,                0.94791,                0.79822,                0.81672,                0.60544,                 1.2607,             0.00020811,             0.00020811,             0.00020811
                    223,                 0.7893,                0.60439,                 1.2117,                0.99251,                0.89715,                0.94791,                0.80146,                0.82311,                0.59983,                 1.2628,             0.00020151,             0.00020151,             0.00020151
                    224,                0.77247,                 0.6121,                 1.2291,                0.97687,                 0.9005,                0.94817,                0.80789,                0.78913,                0.58775,                  1.226,             0.00019491,             0.00019491,             0.00019491
                    225,                0.81323,                0.59488,                 1.2073,                0.97539,                0.90048,                0.94826,                0.82313,                0.76622,                0.58691,                 1.1999,              0.0001883,              0.0001883,              0.0001883
                    226,                0.80514,                0.59676,                 1.2033,                  0.985,                0.90213,                0.94806,                0.80419,                0.75591,                0.59446,                 1.1953,              0.0001817,              0.0001817,              0.0001817
                    227,                0.81796,                0.59217,                 1.1822,                0.98452,                0.90203,                0.94802,                0.79946,                0.76522,                0.58171,                 1.2074,              0.0001751,              0.0001751,              0.0001751
                    228,                0.74365,                0.56575,                 1.1932,                0.98739,                0.90203,                0.94798,                0.79827,                 0.7729,                0.56403,                 1.2142,              0.0001685,              0.0001685,              0.0001685
                    229,                0.91288,                0.83851,                 1.3432,                0.98721,                0.90306,                0.94806,                 0.7979,                0.76368,                0.56271,                 1.2071,              0.0001619,              0.0001619,              0.0001619
                    230,                0.72115,                0.56414,                 1.1639,                0.99137,                0.90544,                0.94806,                0.78067,                0.75877,                0.57092,                 1.1983,              0.0001553,              0.0001553,              0.0001553
                    231,                0.82575,                 0.6004,                 1.2459,                      1,                0.86987,                0.94813,                 0.8086,                 0.7502,                0.56427,                 1.1946,              0.0001487,              0.0001487,              0.0001487
                    232,                0.80172,                0.60149,                 1.2158,                0.98405,                0.89048,                 0.9483,                0.81513,                0.76172,                0.58206,                 1.1988,              0.0001421,              0.0001421,              0.0001421
                    233,                0.72727,                0.55483,                  1.164,                 0.9783,                0.89116,                0.94834,                0.81519,                0.76808,                0.57818,                 1.2036,             0.00013549,             0.00013549,             0.00013549
                    234,                0.71487,                0.54612,                 1.1444,                0.97179,                0.89716,                0.94798,                0.81215,                0.78601,                0.56228,                 1.2225,             0.00012889,             0.00012889,             0.00012889
                    235,                0.73436,                 0.5361,                 1.1485,                0.96769,                0.90192,                0.94791,                0.81204,                0.78341,                0.55385,                 1.2275,             0.00012229,             0.00012229,             0.00012229
                    236,                0.73475,                0.58915,                 1.1903,                0.96825,                0.90443,                0.94791,                0.81871,                 0.7434,                0.53473,                 1.2098,             0.00011569,             0.00011569,             0.00011569
                    237,                0.77304,                0.56969,                 1.2137,                0.96958,                0.90468,                0.94798,                0.81882,                0.72772,                0.53181,                 1.1977,             0.00010909,             0.00010909,             0.00010909
                    238,                 0.7273,                0.55855,                 1.1485,                0.97279,                0.90411,                0.94798,                0.82017,                0.72568,                0.53078,                 1.1951,             0.00010249,             0.00010249,             0.00010249
                    239,                0.70484,                0.57287,                 1.1686,                0.97495,                0.90338,                0.94798,                0.83939,                0.73128,                0.53405,                 1.2016,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    240,                0.74148,                0.57853,                 1.1804,                0.97419,                0.90451,                0.94839,                0.83881,                0.74105,                0.54453,                 1.2105,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    241,                0.85968,                0.63178,                  1.327,                 0.9729,                0.90307,                0.94802,                0.82974,                 0.7537,                0.54227,                 1.2135,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    242,                0.82156,                0.63669,                  1.267,                0.97334,                0.90055,                0.94769,                0.82821,                0.77487,                0.57435,                 1.2013,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    243,                0.70949,                0.62538,                 1.1777,                0.98085,                0.90048,                0.94763,                 0.8193,                0.77933,                0.58375,                 1.1932,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    244,                0.75009,                0.63026,                 1.1585,                0.98364,                0.90365,                0.94745,                0.81131,                0.79274,                0.59741,                  1.186,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    245,                0.71193,                0.59969,                 1.1848,                0.98428,                0.90307,                0.94761,                0.80744,                0.80309,                0.59484,                 1.1915,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    246,                0.76829,                0.60531,                 1.1998,                0.99141,                0.89819,                0.94253,                0.78865,                0.79706,                0.59141,                 1.1857,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    247,                0.67082,                 0.5444,                 1.1515,                0.99078,                0.89674,                0.94253,                0.79156,                0.78614,                0.58815,                 1.1818,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    248,                0.72402,                0.56588,                 1.2011,                0.99052,                 0.8971,                0.94266,                0.81715,                0.75392,                0.57558,                 1.1672,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    249,                0.70727,                 0.5652,                 1.1517,                0.99009,                0.89699,                0.94258,                  0.817,                0.74714,                0.57732,                 1.1662,             2.9873e-05,             2.9873e-05,             2.9873e-05
                    250,                0.73356,                0.55604,                 1.2296,                0.98924,                0.89719,                0.94247,                0.81486,                0.74917,                0.58174,                 1.1731,             2.3271e-05,             2.3271e-05,             2.3271e-05
